,director_name,genres,movie_title,ratings,actors,combine
567,Clay Kaytis,Action Animation Comedy Family,the angry birds movie,6.3,Peter Dinklage Josh Gad Keegan-Michael Key,Clay Kaytis Action Animation Comedy Family the angry birds movie Peter Dinklage Josh Gad Keegan-Michael Key
568,Andy Tennant,Action Adventure Comedy Romance Thriller,fool's gold,5.6,Matthew McConaughey Ray Winstone Alexis Dziena,Andy Tennant Action Adventure Comedy Romance Thriller fool's gold Matthew McConaughey Ray Winstone Alexis Dziena
569,Judd Apatow,Comedy Drama,funny people,6.4,Adam Sandler RZA Maude Apatow,Judd Apatow Comedy Drama funny people Adam Sandler RZA Maude Apatow
570,Peter Berg,Action Drama Thriller,the kingdom,7.1,Jennifer Garner Frances Fisher Tim McGraw,Peter Berg Action Drama Thriller the kingdom Jennifer Garner Frances Fisher Tim McGraw
571,Adam McKay,Action Comedy Sport,talladega nights: the ballad of ricky bobby,6.6,Will Ferrell Leslie Bibb Gary Cole,Adam McKay Action Comedy Sport talladega nights: the ballad of ricky bobby Will Ferrell Leslie Bibb Gary Cole
572,Steve Carr,Comedy Family Fantasy,dr. dolittle 2,4.6,Raven-Symoné Jeffrey Jones Kevin Pollak,Steve Carr Comedy Family Fantasy dr. dolittle 2 Raven-Symoné Jeffrey Jones Kevin Pollak
573,Mel Gibson,Biography Drama History War,braveheart,8.4,Mhairi Calvey Patrick McGoohan James Robinson,Mel Gibson Biography Drama History War braveheart Mhairi Calvey Patrick McGoohan James Robinson
574,Sam Mendes,Action Drama War,jarhead,7.1,Jake Gyllenhaal Brian Geraghty James Morrison,Sam Mendes Action Drama War jarhead Jake Gyllenhaal Brian Geraghty James Morrison
575,David Silverman,Adventure Animation Comedy,the simpsons movie,7.4,Albert Brooks Yeardley Smith Marcia Wallace,David Silverman Adventure Animation Comedy the simpsons movie Albert Brooks Yeardley Smith Marcia Wallace
576,Frank Darabont,Drama Romance,the majestic,6.9,Martin Landau Hal Holbrook Jeffrey DeMunn,Frank Darabont Drama Romance the majestic Martin Landau Hal Holbrook Jeffrey DeMunn
577,Renny Harlin,Action Drama Sport,driven,4.5,Sylvester Stallone Estella Warren Cristián de la Fuente,Renny Harlin Action Drama Sport driven Sylvester Stallone Estella Warren Cristián de la Fuente
578,Jean-Jacques Annaud,Adventure Drama Family,two brothers,7.1,David Gant Jean-Claude Dreyfus Oanh Nguyen,Jean-Jacques Annaud Adventure Drama Family two brothers David Gant Jean-Claude Dreyfus Oanh Nguyen
579,M. Night Shyamalan,Drama Mystery Romance Thriller,the village,6.5,Bryce Dallas Howard Judy Greer William Hurt,M. Night Shyamalan Drama Mystery Romance Thriller the village Bryce Dallas Howard Judy Greer William Hurt
580,Betty Thomas,Comedy Family Fantasy,doctor dolittle,5.3,Oliver Platt Raven-Symoné Peter Boyle,Betty Thomas Comedy Family Fantasy doctor dolittle Oliver Platt Raven-Symoné Peter Boyle
581,M. Night Shyamalan,Drama Sci-Fi Thriller,signs,6.7,Rory Culkin Merritt Wever Cherry Jones,M. Night Shyamalan Drama Sci-Fi Thriller signs Rory Culkin Merritt Wever Cherry Jones
582,Andrew Adamson,Adventure Animation Comedy Family Fantasy Romance,shrek 2,7.2,Rupert Everett Jennifer Saunders Conrad Vernon,Andrew Adamson Adventure Animation Comedy Family Fantasy Romance shrek 2 Rupert Everett Jennifer Saunders Conrad Vernon
583,John Lasseter,Adventure Animation Comedy Family Sport,cars,7.2,John Ratzenberger Cheech Marin George Carlin,John Lasseter Adventure Animation Comedy Family Sport cars John Ratzenberger Cheech Marin George Carlin
584,Garry Marshall,Comedy Romance,runaway bride,5.5,Julia Roberts Christopher Meloni Hector Elizondo,Garry Marshall Comedy Romance runaway bride Julia Roberts Christopher Meloni Hector Elizondo
585,Rob Cohen,Action Adventure Thriller,xxx,5.8,Vin Diesel Eve Leila Arcieri,Rob Cohen Action Adventure Thriller xxx Vin Diesel Eve Leila Arcieri
586,Paul Tibbitt,Adventure Animation Comedy Family Fantasy,the spongebob movie: sponge out of water,6.0,Tim Conway Billy West Eddie Deezen,Paul Tibbitt Adventure Animation Comedy Family Fantasy the spongebob movie: sponge out of water Tim Conway Billy West Eddie Deezen
587,Ron Howard,Crime Thriller,ransom,6.6,Lili Taylor Delroy Lindo Rene Russo,Ron Howard Crime Thriller ransom Lili Taylor Delroy Lindo Rene Russo
588,Quentin Tarantino,Adventure Drama War,inglourious basterds,8.3,Michael Fassbender Brad Pitt Christoph Waltz,Quentin Tarantino Adventure Drama War inglourious basterds Michael Fassbender Brad Pitt Christoph Waltz
589,Steven Spielberg,Adventure Comedy Family Fantasy,hook,6.7,Robin Williams Julia Roberts Bob Hoskins,Steven Spielberg Adventure Comedy Family Fantasy hook Robin Williams Julia Roberts Bob Hoskins
590,Brett Ratner,Action Adventure,hercules,6.0,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal,Brett Ratner Action Adventure hercules Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal
591,Renny Harlin,Action Thriller,die hard 2,7.1,Bruce Willis John Amos Franco Nero,Renny Harlin Action Thriller die hard 2 Bruce Willis John Amos Franco Nero
592,Clark Johnson,Action Adventure Crime Thriller,s.w.a.t.,6.0,Jeremy Renner Josh Charles LL Cool J,Clark Johnson Action Adventure Crime Thriller s.w.a.t. Jeremy Renner Josh Charles LL Cool J
593,Unknown,Adventure Drama Fantasy Mystery Thriller,sleepy hollow            ,7.5,Nicole Beharie Katia Winter Lyndie Greenwood,Unknown Adventure Drama Fantasy Mystery Thriller sleepy hollow             Nicole Beharie Katia Winter Lyndie Greenwood
594,Cameron Crowe,Fantasy Mystery Romance Sci-Fi Thriller,vanilla sky,6.9,Tom Cruise Ivana Milicevic Noah Taylor,Cameron Crowe Fantasy Mystery Romance Sci-Fi Thriller vanilla sky Tom Cruise Ivana Milicevic Noah Taylor
595,M. Night Shyamalan,Drama Fantasy Mystery Thriller,lady in the water,5.6,Bryce Dallas Howard Freddy Rodríguez Bob Balaban,M. Night Shyamalan Drama Fantasy Mystery Thriller lady in the water Bryce Dallas Howard Freddy Rodríguez Bob Balaban
596,Paul W.S. Anderson,Action Horror Sci-Fi Thriller,avp: alien vs. predator,5.6,Sanaa Lathan Colin Salmon Raoul Bova,Paul W.S. Anderson Action Horror Sci-Fi Thriller avp: alien vs. predator Sanaa Lathan Colin Salmon Raoul Bova
597,Betty Thomas,Animation Comedy Family Fantasy Music,alvin and the chipmunks: the squeakquel,4.5,Amy Poehler Bridgit Mendler Jesse McCartney,Betty Thomas Animation Comedy Family Fantasy Music alvin and the chipmunks: the squeakquel Amy Poehler Bridgit Mendler Jesse McCartney
598,Randall Wallace,Action Drama History War,we were soldiers,7.1,Jon Hamm Marc Blucas Chris Klein,Randall Wallace Action Drama History War we were soldiers Jon Hamm Marc Blucas Chris Klein
599,Antoine Fuqua,Action Thriller,olympus has fallen,6.5,Gerard Butler Morgan Freeman Radha Mitchell,Antoine Fuqua Action Thriller olympus has fallen Gerard Butler Morgan Freeman Radha Mitchell
600,Jonathan Frakes,Action Adventure Sci-Fi Thriller,star trek: insurrection,6.4,LeVar Burton Jonathan Frakes Michael Dorn,Jonathan Frakes Action Adventure Sci-Fi Thriller star trek: insurrection LeVar Burton Jonathan Frakes Michael Dorn
601,Jonathan Liebesman,Action Sci-Fi,battle los angeles,5.8,Noel Fisher Jim Parrack Ramon Rodriguez,Jonathan Liebesman Action Sci-Fi battle los angeles Noel Fisher Jim Parrack Ramon Rodriguez
602,Tim Burton,Adventure Drama Fantasy,big fish,8.0,Steve Buscemi Alison Lohman Albert Finney,Tim Burton Adventure Drama Fantasy big fish Steve Buscemi Alison Lohman Albert Finney
603,Mike Nichols,Drama Horror Romance Thriller,wolf,6.2,David Hyde Pierce Peter Gerety Ron Rifkin,Mike Nichols Drama Horror Romance Thriller wolf David Hyde Pierce Peter Gerety Ron Rifkin
604,Steven Spielberg,Drama War,war horse,7.2,Jeremy Irvine Benedict Cumberbatch Eddie Marsan,Steven Spielberg Drama War war horse Jeremy Irvine Benedict Cumberbatch Eddie Marsan
605,George Clooney,Drama War,the monuments men,6.1,Bill Murray Matt Damon Bob Balaban,George Clooney Drama War the monuments men Bill Murray Matt Damon Bob Balaban
606,James Cameron,Adventure Drama Sci-Fi Thriller,the abyss,7.6,Michael Biehn Todd Graff Mary Elizabeth Mastrantonio,James Cameron Adventure Drama Sci-Fi Thriller the abyss Michael Biehn Todd Graff Mary Elizabeth Mastrantonio
607,Oliver Stone,Drama,wall street: money never sleeps,6.3,Frank Langella Austin Pendleton John Buffalo Mailer,Oliver Stone Drama wall street: money never sleeps Frank Langella Austin Pendleton John Buffalo Mailer
608,Gary Shore,Action Drama Fantasy Horror War,dracula untold,6.3,Dominic Cooper Sarah Gadon Zach McGowan,Gary Shore Action Drama Fantasy Horror War dracula untold Dominic Cooper Sarah Gadon Zach McGowan
609,Edward Zwick,Action Thriller,the siege,6.3,Denzel Washington Bruce Willis Mark Valley,Edward Zwick Action Thriller the siege Denzel Washington Bruce Willis Mark Valley
610,Matthew Vaughn,Adventure Family Fantasy Romance,stardust,7.7,Henry Cavill David Kelly Nathaniel Parker,Matthew Vaughn Adventure Family Fantasy Romance stardust Henry Cavill David Kelly Nathaniel Parker
611,Jean-Jacques Annaud,Adventure Biography Drama History War,seven years in tibet,7.0,Brad Pitt Mako Victor Wong,Jean-Jacques Annaud Adventure Biography Drama History War seven years in tibet Brad Pitt Mako Victor Wong
612,Ron Howard,Comedy Drama,the dilemma,5.3,Channing Tatum Clint Howard Chelcie Ross,Ron Howard Comedy Drama the dilemma Channing Tatum Clint Howard Chelcie Ross
613,Joel Schumacher,Action Adventure Comedy Thriller,bad company,5.6,Anthony Hopkins Brooke Smith Garcelle Beauvais,Joel Schumacher Action Adventure Comedy Thriller bad company Anthony Hopkins Brooke Smith Garcelle Beauvais
614,Andrzej Bartkowiak,Action Adventure Horror Sci-Fi,doom,5.2,Dwayne Johnson Ben Daniels Dexter Fletcher,Andrzej Bartkowiak Action Adventure Horror Sci-Fi doom Dwayne Johnson Ben Daniels Dexter Fletcher
615,Betty Thomas,Action Adventure Comedy Thriller,i spy,5.4,Gary Cole Phill Lewis Tate Taylor,Betty Thomas Action Adventure Comedy Thriller i spy Gary Cole Phill Lewis Tate Taylor
616,Måns Mårlind,Action Fantasy Horror,underworld: awakening,6.4,Theo James Stephen Rea Sandrine Holt,Måns Mårlind Action Fantasy Horror underworld: awakening Theo James Stephen Rea Sandrine Holt
617,Adam Shankman,Comedy Drama Musical Romance,rock of ages,5.9,James Martin Kelly Shane Hartline Celina Beach,Adam Shankman Comedy Drama Musical Romance rock of ages James Martin Kelly Shane Hartline Celina Beach
618,Gregory Hoblit,Drama War,hart's war,6.3,Bruce Willis Cole Hauser Rory Cochrane,Gregory Hoblit Drama War hart's war Bruce Willis Cole Hauser Rory Cochrane
619,Gary McKendry,Action Crime Thriller,killer elite,6.5,Jason Statham Robert De Niro Ben Mendelsohn,Gary McKendry Action Crime Thriller killer elite Jason Statham Robert De Niro Ben Mendelsohn
620,John McTiernan,Action Sci-Fi Sport,rollerball,3.0,LL Cool J Chris Klein Andrew Bryniarski,John McTiernan Action Sci-Fi Sport rollerball LL Cool J Chris Klein Andrew Bryniarski
621,Wych Kaosayananda,Action Crime Sci-Fi Thriller,ballistic: ecks vs. sever,3.6,Talisa Soto Sandrine Holt Gregg Henry,Wych Kaosayananda Action Crime Sci-Fi Thriller ballistic: ecks vs. sever Talisa Soto Sandrine Holt Gregg Henry
622,Mikael Salomon,Action Crime Drama Thriller,hard rain,5.8,Morgan Freeman Minnie Driver Randy Quaid,Mikael Salomon Action Crime Drama Thriller hard rain Morgan Freeman Minnie Driver Randy Quaid
623,Bobby Farrelly,Action Adventure Animation Comedy Crime Family Fantasy,osmosis jones,6.2,Ron Howard Brandy Norwood David Hyde Pierce,Bobby Farrelly Action Adventure Animation Comedy Crime Family Fantasy osmosis jones Ron Howard Brandy Norwood David Hyde Pierce
624,Will Finn,Adventure Animation Family Fantasy Musical,legends of oz: dorothy's return,5.6,Lea Michele Oliver Platt Jim Belushi,Will Finn Adventure Animation Family Fantasy Musical legends of oz: dorothy's return Lea Michele Oliver Platt Jim Belushi
625,Michael Mann,Action Crime Drama Mystery Thriller,blackhat,5.4,Chris Hemsworth Archie Kao Brandon Molale,Michael Mann Action Crime Drama Mystery Thriller blackhat Chris Hemsworth Archie Kao Brandon Molale
626,Kerry Conran,Action Adventure Mystery Sci-Fi Thriller,sky captain and the world of tomorrow,6.1,Angelina Jolie Pitt Laurence Olivier Bai Ling,Kerry Conran Action Adventure Mystery Sci-Fi Thriller sky captain and the world of tomorrow Angelina Jolie Pitt Laurence Olivier Bai Ling
627,Michael Caton-Jones,Crime Mystery Thriller,basic instinct 2,4.2,Charlotte Rampling Indira Varma Neil Maskell,Michael Caton-Jones Crime Mystery Thriller basic instinct 2 Charlotte Rampling Indira Varma Neil Maskell
628,Mikael Håfström,Action Crime Mystery Sci-Fi Thriller,escape plan,6.7,Sylvester Stallone 50 Cent Matt Gerald,Mikael Håfström Action Crime Mystery Sci-Fi Thriller escape plan Sylvester Stallone 50 Cent Matt Gerald
629,Renny Harlin,Action Adventure Fantasy,the legend of hercules,4.2,Roxanne McKee Luke Newberry Gaia Weiss,Renny Harlin Action Adventure Fantasy the legend of hercules Roxanne McKee Luke Newberry Gaia Weiss
630,Phil Alden Robinson,Action Drama Thriller,the sum of all fears,6.4,Morgan Freeman Bruce McGill Philip Baker Hall,Phil Alden Robinson Action Drama Thriller the sum of all fears Morgan Freeman Bruce McGill Philip Baker Hall
631,David Slade,Adventure Drama Fantasy Romance,the twilight saga: eclipse,4.9,Robert Pattinson Kristen Stewart Anna Kendrick,David Slade Adventure Drama Fantasy Romance the twilight saga: eclipse Robert Pattinson Kristen Stewart Anna Kendrick
632,Frank Oz,Crime Drama Thriller,the score,6.8,Robert De Niro Marlon Brando Gary Farmer,Frank Oz Crime Drama Thriller the score Robert De Niro Marlon Brando Gary Farmer
633,Pierre Coffin,Animation Comedy Family,despicable me,7.7,Steve Carell Miranda Cosgrove Jack McBrayer,Pierre Coffin Animation Comedy Family despicable me Steve Carell Miranda Cosgrove Jack McBrayer
634,Joseph Ruben,Action Comedy Crime Drama Thriller,money train,5.6,Vincent Pastore Robert Blake Aida Turturro,Joseph Ruben Action Comedy Crime Drama Thriller money train Vincent Pastore Robert Blake Aida Turturro
635,Seth MacFarlane,Comedy,ted 2,6.4,Liam Neeson Morgan Freeman Seth MacFarlane,Seth MacFarlane Comedy ted 2 Liam Neeson Morgan Freeman Seth MacFarlane
636,Alejandro Amenábar,Adventure Drama History Romance,agora,7.2,Max Minghella Ashraf Barhom Rupert Evans,Alejandro Amenábar Adventure Drama History Romance agora Max Minghella Ashraf Barhom Rupert Evans
637,Kinka Usher,Action Comedy Fantasy Sci-Fi,mystery men,6.0,Janeane Garofalo Wes Studi Eddie Izzard,Kinka Usher Action Comedy Fantasy Sci-Fi mystery men Janeane Garofalo Wes Studi Eddie Izzard
638,Bobby Farrelly,Comedy Romance,hall pass,5.9,Jenna Fischer Larry Joe Campbell Stephen Merchant,Bobby Farrelly Comedy Romance hall pass Jenna Fischer Larry Joe Campbell Stephen Merchant
639,Michael Mann,Biography Drama Thriller,the insider,7.9,Al Pacino Rip Torn Debi Mazar,Michael Mann Biography Drama Thriller the insider Al Pacino Rip Torn Debi Mazar
640,Craig Gillespie,Action Drama History Thriller,the finest hours,6.8,Michael Raymond-James Abraham Benrubi Graham McTavish,Craig Gillespie Action Drama History Thriller the finest hours Michael Raymond-James Abraham Benrubi Graham McTavish
641,Ridley Scott,Action Drama Thriller,body of lies,7.1,Leonardo DiCaprio Simon McBurney Michael Gaston,Ridley Scott Action Drama Thriller body of lies Leonardo DiCaprio Simon McBurney Michael Gaston
642,Jay Roach,Comedy,dinner for schmucks,5.9,Steve Carell Stephanie Szostak Bruce Greenwood,Jay Roach Comedy dinner for schmucks Steve Carell Stephanie Szostak Bruce Greenwood
643,Timur Bekmambetov,Action Fantasy Horror,abraham lincoln: vampire hunter,5.9,Rufus Sewell Dominic Cooper Benjamin Walker,Timur Bekmambetov Action Fantasy Horror abraham lincoln: vampire hunter Rufus Sewell Dominic Cooper Benjamin Walker
644,Jon Amiel,Action Crime Romance Thriller,entrapment,6.2,Will Patton Kevin McNally Maury Chaykin,Jon Amiel Action Crime Romance Thriller entrapment Will Patton Kevin McNally Maury Chaykin
645,Unknown,Comedy,last man standing            ,7.4,Hector Elizondo Kaitlyn Dever Nancy Travis,Unknown Comedy last man standing             Hector Elizondo Kaitlyn Dever Nancy Travis
646,Rob Bowman,Drama Mystery Sci-Fi Thriller,the x files,7.0,Martin Landau Mitch Pileggi Jeffrey DeMunn,Rob Bowman Drama Mystery Sci-Fi Thriller the x files Martin Landau Mitch Pileggi Jeffrey DeMunn
647,Doug Lefler,Action Adventure Fantasy War,the last legion,5.4,Colin Firth Nonso Anozie Owen Teale,Doug Lefler Action Adventure Fantasy War the last legion Colin Firth Nonso Anozie Owen Teale
648,Steven Spielberg,Action Drama War,saving private ryan,8.6,Tom Hanks Vin Diesel Matt Damon,Steven Spielberg Action Drama War saving private ryan Tom Hanks Vin Diesel Matt Damon
649,Scott Waugh,Action Crime Drama Thriller,need for speed,6.5,Rami Malek Dominic Cooper Ramon Rodriguez,Scott Waugh Action Crime Drama Thriller need for speed Rami Malek Dominic Cooper Ramon Rodriguez
650,Nancy Meyers,Comedy Fantasy Romance,what women want,6.4,Judy Greer Lisa Edelstein Loretta Devine,Nancy Meyers Comedy Fantasy Romance what women want Judy Greer Lisa Edelstein Loretta Devine
651,Chris Wedge,Adventure Animation Comedy Family,ice age,7.6,Goran Visnjic Stephen Root Denis Leary,Chris Wedge Adventure Animation Comedy Family ice age Goran Visnjic Stephen Root Denis Leary
652,Lawrence Kasdan,Drama Horror Sci-Fi Thriller,dreamcatcher,5.5,Morgan Freeman Michael O'Neill Reece Thompson,Lawrence Kasdan Drama Horror Sci-Fi Thriller dreamcatcher Morgan Freeman Michael O'Neill Reece Thompson
653,Steven Spielberg,Biography Drama History War,lincoln,7.4,Joseph Gordon-Levitt Hal Holbrook Bruce McGill,Steven Spielberg Biography Drama History War lincoln Joseph Gordon-Levitt Hal Holbrook Bruce McGill
654,Lana Wachowski,Action Sci-Fi,the matrix,8.7,Keanu Reeves Marcus Chong Gloria Foster,Lana Wachowski Action Sci-Fi the matrix Keanu Reeves Marcus Chong Gloria Foster
655,Ron Howard,Adventure Drama History,apollo 13,7.6,Tom Hanks Miko Hughes Kathleen Quinlan,Ron Howard Adventure Drama History apollo 13 Tom Hanks Miko Hughes Kathleen Quinlan
